"","State_UTs_Code","District_Code","CD_Block_Code","Town_Village_Code","Ward_Code","EB_Code","State_UTs_Name","District_Name","Level","Name","Total_Rural_Urban","No_of_Households","Total_Population_Person","Total_Population_Male","Total_Population_Female","Population_in_the_age_group_0_6_Person","Population_in_the_age_group_0_6_Male","Population_in_the_age_group_0_6_Female","Scheduled_Castes_population_Person","Scheduled_Castes_population_Male","Scheduled_Castes_population_Female","Scheduled_Tribes_population_Person","Scheduled_Tribes_population_Male","Scheduled_Tribes_population_Female","Literates_Population_Person","Literates_Population_Male","Literates_Population_Female","Illiterate_Persons","Illiterate_Male","Illiterate_Female","Total_Worker_Population_Person","Total_Worker_Population_Male","Total_Worker_Population_Female","Main_Working_Population_Person","Main_Working_Population_Male","Main_Working_Population_Female","Main_Cultivator_Population_Person","Main_Cultivator_Population_Male","Main_Cultivator_Population_Female","Main_Agricultural_Labourers_Population_Person","Main_Agricultural_Labourers_Population_Male","Main_Agricultural_Labourers_Population_Female","Main_Household_Industries_Population_Person","Main_Household_Industries_Population_Male","Main_Household_Industries_Population_Female","Main_Other_Workers_Population_Person","Main_Other_Workers_Population_Male","Main_Other_Workers_Population_Female","Marginal_Worker_Population_Person","Marginal_Worker_Population_Male","Marginal_Worker_Population_Female","Marginal_Cultivator_Population_Person","Marginal_Cultivator_Population_Male","Marginal_Cultivator_Population_Female","Marginal_Agriculture_Labourers_Population_Person","Marginal_Agriculture_Labourers_Population_Male","Marginal_Agriculture_Labourers_Population_Female","Marginal_Household_Industries_Population_Person","Marginal_Household_Industries_Population_Male","Marginal_Household_Industries_Population_Female","Marginal_Other_Workers_Population_Person","Marginal_Other_Workers_Population_Male","Marginal_Other_Workers_Population_Female","Marginal_Worker_Population_3_6_Person","Marginal_Worker_Population_3_6_Male","Marginal_Worker_Population_3_6_Female","Marginal_Cultivator_Population_3_6_Person","Marginal_Cultivator_Population_3_6_Male","Marginal_Cultivator_Population_3_6_Female","Marginal_Agriculture_Labourers_Population_3_6_Person","Marginal_Agriculture_Labourers_Population_3_6_Male","Marginal_Agriculture_Labourers_Population_3_6_Female","Marginal_Household_Industries_Population_3_6_Person","Marginal_Household_Industries_Population_3_6_Male","Marginal_Household_Industries_Population_3_6_Female","Marginal_Other_Workers_Population_Person_3_6_Person","Marginal_Other_Workers_Population_Person_3_6_Male","Marginal_Other_Workers_Population_Person_3_6_Female","Marginal_Worker_Population_0_3_Person","Marginal_Worker_Population_0_3_Male","Marginal_Worker_Population_0_3_Female","Marginal_Cultivator_Population_0_3_Person","Marginal_Cultivator_Population_0_3_Male","Marginal_Cultivator_Population_0_3_Female","Marginal_Agriculture_Labourers_Population_0_3_Person","Marginal_Agriculture_Labourers_Population_0_3_Male","Marginal_Agriculture_Labourers_Population_0_3_Female","Marginal_Household_Industries_Population_0_3_Person","Marginal_Household_Industries_Population_0_3_Male","Marginal_Household_Industries_Population_0_3_Female","Marginal_Other_Workers_Population_0_3_Person","Marginal_Other_Workers_Population_0_3_Male","Marginal_Other_Workers_Population_0_3_Female","Non_Working_Population_Person","Non_Working_Population_Male","Non_Working_Population_Female"
"213",32,595,79,627990,0,0,"KERALA","Ernakulam","TOWN","Kottuvally (CT)","Urban",10671,42922,21034,21888,4037,2108,1929,4793,2340,2453,451,212,239,37290,18409,18881,5632,2625,3007,15502,11594,3908,12760,10301,2459,51,42,9,171,138,33,181,134,47,12357,9987,2370,2742,1293,1449,21,6,15,119,47,72,45,22,23,2557,1218,1339,2065,1112,953,20,5,15,84,35,49,35,19,16,1926,1053,873,677,181,496,1,1,0,35,12,23,10,3,7,631,165,466,27420,9440,17980
"214",32,595,79,803288,72,0,"KERALA","Ernakulam","OG","Kedamangalam (OG) (Part) WARD NO.-0072 (Rural MDDS CODE:645601)","Urban",5814,23155,11301,11854,1980,999,981,2211,1061,1150,119,59,60,20315,10016,10299,2840,1285,1555,8455,6314,2141,6870,5475,1395,19,12,7,75,56,19,176,126,50,6600,5281,1319,1585,839,746,12,9,3,85,25,60,50,18,32,1438,787,651,1311,750,561,10,7,3,62,23,39,38,15,23,1201,705,496,274,89,185,2,2,0,23,2,21,12,3,9,237,82,155,14700,4987,9713
"215",32,595,80,0,0,0,"KERALA","Ernakulam","CD BLOCK","Vypin","Total",48450,198400,96975,101425,17646,9149,8497,24338,11950,12388,539,262,277,175212,86051,89161,23188,10924,12264,72424,54717,17707,61680,49023,12657,317,221,96,784,660,124,597,451,146,59982,47691,12291,10744,5694,5050,132,49,83,238,112,126,261,111,150,10113,5422,4691,8741,4845,3896,113,42,71,184,86,98,183,90,93,8261,4627,3634,2003,849,1154,19,7,12,54,26,28,78,21,57,1852,795,1057,125976,42258,83718
"216",32,595,80,0,0,0,"KERALA","Ernakulam","CD BLOCK","Vypin","Rural",25056,102093,49934,52159,8884,4607,4277,13422,6609,6813,224,111,113,90022,44315,45707,12071,5619,6452,37374,28062,9312,30969,24829,6140,266,184,82,431,355,76,282,222,60,29990,24068,5922,6405,3233,3172,102,40,62,166,70,96,147,48,99,5990,3075,2915,5347,2861,2486,84,34,50,129,48,81,95,38,57,5039,2741,2298,1058,372,686,18,6,12,37,22,15,52,10,42,951,334,617,64719,21872,42847
"217",32,595,80,0,0,0,"KERALA","Ernakulam","CD BLOCK","Vypin","Urban",23394,96307,47041,49266,8762,4542,4220,10916,5341,5575,315,151,164,85190,41736,43454,11117,5305,5812,35050,26655,8395,30711,24194,6517,51,37,14,353,305,48,315,229,86,29992,23623,6369,4339,2461,1878,30,9,21,72,42,30,114,63,51,4123,2347,1776,3394,1984,1410,29,8,21,55,38,17,88,52,36,3222,1886,1336,945,477,468,1,1,0,17,4,13,26,11,15,901,461,440,61257,20386,40871
"218",32,595,80,627993,0,0,"KERALA","Ernakulam","VILLAGE","Kuzhuppilly","Rural",5797,23858,11730,12128,2141,1113,1028,2254,1106,1148,75,38,37,21011,10395,10616,2847,1335,1512,8972,6677,2295,7317,5919,1398,45,33,12,38,21,17,65,48,17,7169,5817,1352,1655,758,897,24,9,15,19,10,9,26,11,15,1586,728,858,1380,691,689,17,8,9,15,9,6,20,9,11,1328,665,663,275,67,208,7,1,6,4,1,3,6,2,4,258,63,195,14886,5053,9833
"219",32,595,80,627994,0,0,"KERALA","Ernakulam","VILLAGE","Pallippuram","Rural",8056,32321,15866,16455,2581,1343,1238,3331,1649,1682,87,41,46,28802,14212,14590,3519,1654,1865,12073,9038,3035,10112,8023,2089,70,44,26,217,198,19,92,78,14,9733,7703,2030,1961,1015,946,30,15,15,82,16,66,35,11,24,1814,973,841,1706,886,820,25,13,12,72,11,61,29,10,19,1580,852,728,255,129,126,5,2,3,10,5,5,6,1,5,234,121,113,20248,6828,13420
"220",32,595,80,627995,0,0,"KERALA","Ernakulam","VILLAGE","Edavanakkad","Rural",5293,21787,10471,11316,2111,1080,1031,3922,1895,2027,27,13,14,18695,9105,9590,3092,1366,1726,7538,5696,1842,6378,5193,1185,85,63,22,85,67,18,63,40,23,6145,5023,1122,1160,503,657,26,9,17,21,15,6,38,8,30,1075,471,604,903,428,475,24,8,16,12,8,4,13,5,8,854,407,447,257,75,182,2,1,1,9,7,2,25,3,22,221,64,157,14249,4775,9474
"221",32,595,80,627996,0,0,"KERALA","Ernakulam","VILLAGE","Nayarambalam","Rural",5910,24127,11867,12260,2051,1071,980,3915,1959,1956,35,19,16,21514,10603,10911,2613,1264,1349,8791,6651,2140,7162,5694,1468,66,44,22,91,69,22,62,56,6,6943,5525,1418,1629,957,672,22,7,15,44,29,15,48,18,30,1515,903,612,1358,856,502,18,5,13,30,20,10,33,14,19,1277,817,460,271,101,170,4,2,2,14,9,5,15,4,11,238,86,152,15336,5216,10120
"222",32,595,80,627998,0,0,"KERALA","Ernakulam","TOWN","Njarackal (CT)","Urban",5848,23760,11544,12216,2079,1082,997,3514,1709,1805,44,20,24,21130,10297,10833,2630,1247,1383,8727,6443,2284,8099,6230,1869,12,9,3,52,39,13,109,81,28,7926,6101,1825,628,213,415,4,0,4,14,10,4,10,2,8,600,201,399,474,185,289,4,0,4,10,7,3,8,2,6,452,176,276,154,28,126,0,0,0,4,3,1,2,0,2,148,25,123,15033,5101,9932
"223",32,595,80,627999,0,0,"KERALA","Ernakulam","TOWN","Elamkunnapuzha (CT)","Urban",6554,26997,13271,13726,2526,1314,1212,3024,1491,1533,144,72,72,23803,11738,12065,3194,1533,1661,9950,7565,2385,8719,6932,1787,22,15,7,47,39,8,108,85,23,8542,6793,1749,1231,633,598,13,5,8,21,9,12,50,26,24,1147,593,554,1038,560,478,12,4,8,16,9,7,42,23,19,968,524,444,193,73,120,1,1,0,5,0,5,8,3,5,179,69,110,17047,5706,11341
"224",32,595,80,628000,0,0,"KERALA","Ernakulam","TOWN","Puthuvype (CT)","Urban",5677,23717,11593,12124,2213,1165,1048,1697,833,864,100,46,54,20791,10187,10604,2926,1406,1520,8543,6648,1895,7675,6161,1514,9,6,3,234,212,22,59,32,27,7373,5911,1462,868,487,381,7,2,5,30,17,13,34,23,11,797,445,352,656,374,282,7,2,5,23,17,6,20,15,5,606,340,266,212,113,99,0,0,0,7,0,7,14,8,6,191,105,86,15174,4945,10229
"225",32,595,80,628011,0,0,"KERALA","Ernakulam","TOWN","Mulavukad (CT)","Urban",5315,21833,10633,11200,1944,981,963,2681,1308,1373,27,13,14,19466,9514,9952,2367,1119,1248,7830,5999,1831,6218,4871,1347,8,7,1,20,15,5,39,31,8,6151,4818,1333,1612,1128,484,6,2,4,7,6,1,20,12,8,1579,1108,471,1226,865,361,6,2,4,6,5,1,18,12,6,1196,846,350,386,263,123,0,0,0,1,1,0,2,0,2,383,262,121,14003,4634,9369
"226",32,595,81,0,0,0,"KERALA","Ernakulam","CD BLOCK","Palluruthy","Total",15443,65647,32510,33137,6191,3207,2984,3613,1735,1878,85,42,43,56833,28347,28486,8814,4163,4651,26284,19506,6778,23256,18589,4667,99,88,11,93,68,25,212,169,43,22852,18264,4588,3028,917,2111,36,11,25,53,17,36,26,9,17,2913,880,2033,1895,722,1173,32,8,24,34,12,22,17,7,10,1812,695,1117,1133,195,938,4,3,1,19,5,14,9,2,7,1101,185,916,39363,13004,26359
"227",32,595,81,0,0,0,"KERALA","Ernakulam","CD BLOCK","Palluruthy","Rural",3446,14928,7434,7494,1572,858,714,1018,498,520,32,16,16,12557,6242,6315,2371,1192,1179,5804,4477,1327,5148,4329,819,62,55,7,17,13,4,22,15,7,5047,4246,801,656,148,508,17,4,13,12,2,10,10,5,5,617,137,480,369,128,241,14,2,12,4,0,4,6,3,3,345,123,222,287,20,267,3,2,1,8,2,6,4,2,2,272,14,258,9124,2957,6167
"228",32,595,81,0,0,0,"KERALA","Ernakulam","CD BLOCK","Palluruthy","Urban",11997,50719,25076,25643,4619,2349,2270,2595,1237,1358,53,26,27,44276,22105,22171,6443,2971,3472,20480,15029,5451,18108,14260,3848,37,33,4,76,55,21,190,154,36,17805,14018,3787,2372,769,1603,19,7,12,41,15,26,16,4,12,2296,743,1553,1526,594,932,18,6,12,30,12,18,11,4,7,1467,572,895,846,175,671,1,1,0,11,3,8,5,0,5,829,171,658,30239,10047,20192
"229",32,595,81,627997,0,0,"KERALA","Ernakulam","VILLAGE","Chellanam","Rural",3446,14928,7434,7494,1572,858,714,1018,498,520,32,16,16,12557,6242,6315,2371,1192,1179,5804,4477,1327,5148,4329,819,62,55,7,17,13,4,22,15,7,5047,4246,801,656,148,508,17,4,13,12,2,10,10,5,5,617,137,480,369,128,241,14,2,12,4,0,4,6,3,3,345,123,222,287,20,267,3,2,1,8,2,6,4,2,2,272,14,258,9124,2957,6167
"230",32,595,81,628001,0,0,"KERALA","Ernakulam","TOWN","Kumbalangy (CT)","Urban",10034,42367,20968,21399,3851,1950,1901,2550,1218,1332,41,20,21,36930,18498,18432,5437,2470,2967,17112,12542,4570,15086,11871,3215,31,28,3,54,40,14,176,145,31,14825,11658,3167,2026,671,1355,16,5,11,36,15,21,10,3,7,1964,648,1316,1269,508,761,15,4,11,25,12,13,9,3,6,1220,489,731,757,163,594,1,1,0,11,3,8,1,0,1,744,159,585,25255,8426,16829
"231",32,595,81,803288,73,0,"KERALA","Ernakulam","OG","Cheriyakadavu (OG) (Part) WARD NO.-0073 (Rural MDDS CODE:645602)","Urban",1963,8352,4108,4244,768,399,369,45,19,26,12,6,6,7346,3607,3739,1006,501,505,3368,2487,881,3022,2389,633,6,5,1,22,15,7,14,9,5,2980,2360,620,346,98,248,3,2,1,5,0,5,6,1,5,332,95,237,257,86,171,3,2,1,5,0,5,2,1,1,247,83,164,89,12,77,0,0,0,0,0,0,4,0,4,85,12,73,4984,1621,3363
"232",32,595,82,0,0,0,"KERALA","Ernakulam","CD BLOCK","Edapally","Total",30984,124208,61377,62831,12001,6014,5987,10161,4984,5177,466,223,243,108152,54093,54059,16056,7284,8772,46458,34252,12206,40539,30932,9607,160,129,31,301,227,74,545,406,139,39533,30170,9363,5919,3320,2599,78,45,33,174,105,69,118,42,76,5549,3128,2421,5101,2889,2212,75,43,32,146,96,50,103,38,65,4777,2712,2065,818,431,387,3,2,1,28,9,19,15,4,11,772,416,356,77750,27125,50625
"233",32,595,82,0,0,0,"KERALA","Ernakulam","CD BLOCK","Edapally","Rural",164,546,252,294,50,19,31,8,4,4,0,0,0,486,227,259,60,25,35,185,128,57,185,128,57,0,0,0,1,0,1,1,1,0,183,127,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,124,237
"234",32,595,82,0,0,0,"KERALA","Ernakulam","CD BLOCK","Edapally","Urban",30820,123662,61125,62537,11951,5995,5956,10153,4980,5173,466,223,243,107666,53866,53800,15996,7259,8737,46273,34124,12149,40354,30804,9550,160,129,31,300,227,73,544,405,139,39350,30043,9307,5919,3320,2599,78,45,33,174,105,69,118,42,76,5549,3128,2421,5101,2889,2212,75,43,32,146,96,50,103,38,65,4777,2712,2065,818,431,387,3,2,1,28,9,19,15,4,11,772,416,356,77389,27001,50388
"235",32,595,82,628002,0,0,"KERALA","Ernakulam","VILLAGE","Thrikkakara North (Part)","Rural",164,546,252,294,50,19,31,8,4,4,0,0,0,486,227,259,60,25,35,185,128,57,185,128,57,0,0,0,1,0,1,1,1,0,183,127,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,124,237
"236",32,595,82,628007,0,0,"KERALA","Ernakulam","TOWN","Kakkanad (CT)","Urban",6422,25531,12750,12781,2552,1310,1242,4010,1966,2044,112,56,56,21543,10952,10591,3988,1798,2190,9735,6944,2791,8637,6345,2292,54,42,12,107,74,33,84,63,21,8392,6166,2226,1098,599,499,21,12,9,41,22,19,21,10,11,1015,555,460,924,507,417,20,11,9,37,19,18,18,9,9,849,468,381,174,92,82,1,1,0,4,3,1,3,1,2,166,87,79,15796,5806,9990
"237",32,595,82,628008,0,0,"KERALA","Ernakulam","TOWN","Vazhakkala (CT)","Urban",12762,51242,25033,26209,5068,2446,2622,3105,1517,1588,268,132,136,44672,22169,22503,6570,2864,3706,19047,13681,5366,16654,12380,4274,50,39,11,75,58,17,292,209,83,16237,12074,4163,2393,1301,1092,33,19,14,26,12,14,60,26,34,2274,1244,1030,2096,1125,971,32,19,13,25,12,13,55,23,32,1984,1071,913,297,176,121,1,0,1,1,0,1,5,3,2,290,173,117,32195,11352,20843
"238",32,595,82,628009,0,0,"KERALA","Ernakulam","TOWN","Cheranallur (CT)","Urban",7619,30594,15157,15437,2795,1451,1344,1882,917,965,59,26,33,27110,13480,13630,3484,1677,1807,11347,8680,2667,9657,7611,2046,20,17,3,67,54,13,140,117,23,9430,7423,2007,1690,1069,621,14,8,6,76,60,16,24,3,21,1576,998,578,1493,959,534,13,7,6,71,58,13,18,3,15,1391,891,500,197,110,87,1,1,0,5,2,3,6,0,6,185,107,78,19247,6477,12770
"239",32,595,82,628010,0,0,"KERALA","Ernakulam","TOWN","Kadamakkudy (CT)","Urban",4017,16295,8185,8110,1536,788,748,1156,580,576,27,9,18,14341,7265,7076,1954,920,1034,6144,4819,1325,5406,4468,938,36,31,5,51,41,10,28,16,12,5291,4380,911,738,351,387,10,6,4,31,11,20,13,3,10,684,331,353,588,298,290,10,6,4,13,7,6,12,3,9,553,282,271,150,53,97,0,0,0,18,4,14,1,0,1,131,49,82,10151,3366,6785
"240",32,595,83,0,0,0,"KERALA","Ernakulam","CD BLOCK","Mulamthuruthy","Total",38774,154992,75973,79019,12846,6601,6245,17666,8636,9030,560,275,285,137243,68078,69165,17749,7895,9854,59414,42572,16842,49950,37038,12912,1439,1233,206,2121,1539,582,836,611,225,45554,33655,11899,9464,5534,3930,297,172,125,1142,695,447,286,126,160,7739,4541,3198,7947,4768,3179,258,150,108,961,600,361,227,107,120,6501,3911,2590,1517,766,751,39,22,17,181,95,86,59,19,40,1238,630,608,95578,33401,62177
"241",32,595,83,0,0,0,"KERALA","Ernakulam","CD BLOCK","Mulamthuruthy","Rural",8055,32428,15891,16537,2644,1341,1303,3540,1736,1804,54,27,27,28585,14253,14332,3843,1638,2205,12801,9141,3660,10466,7855,2611,1008,853,155,1144,794,350,172,120,52,8142,6088,2054,2335,1286,1049,129,66,63,497,307,190,65,24,41,1644,889,755,2096,1204,892,116,62,54,473,298,175,51,21,30,1456,823,633,239,82,157,13,4,9,24,9,15,14,3,11,188,66,122,19627,6750,12877
"242",32,595,83,0,0,0,"KERALA","Ernakulam","CD BLOCK","Mulamthuruthy","Urban",30719,122564,60082,62482,10202,5260,4942,14126,6900,7226,506,248,258,108658,53825,54833,13906,6257,7649,46613,33431,13182,39484,29183,10301,431,380,51,977,745,232,664,491,173,37412,27567,9845,7129,4248,2881,168,106,62,645,388,257,221,102,119,6095,3652,2443,5851,3564,2287,142,88,54,488,302,186,176,86,90,5045,3088,1957,1278,684,594,26,18,8,157,86,71,45,16,29,1050,564,486,75951,26651,49300
"243",32,595,83,628003,0,0,"KERALA","Ernakulam","VILLAGE","Edakkattuvayal","Rural",2966,11912,5817,6095,917,462,455,962,493,469,16,7,9,10637,5256,5381,1275,561,714,4586,3346,1240,3897,2991,906,565,505,60,471,337,134,73,51,22,2788,2098,690,689,355,334,33,17,16,94,52,42,24,8,16,538,278,260,646,343,303,31,16,15,90,50,40,21,7,14,504,270,234,43,12,31,2,1,1,4,2,2,3,1,2,34,8,26,7326,2471,4855
"244",32,595,83,628004,0,0,"KERALA","Ernakulam","VILLAGE","Kaippattur","Rural",1579,6246,3051,3195,475,253,222,952,459,493,2,1,1,5496,2729,2767,750,322,428,2611,1781,830,1991,1438,553,225,177,48,328,210,118,23,12,11,1415,1039,376,620,343,277,40,17,23,196,116,80,18,8,10,366,202,164,544,321,223,35,17,18,187,112,75,17,8,9,305,184,121,76,22,54,5,0,5,9,4,5,1,0,1,61,18,43,3635,1270,2365
"245",32,595,83,628005,0,0,"KERALA","Ernakulam","VILLAGE","Kulayettikara","Rural",1937,7914,3878,4036,682,328,354,1138,554,584,6,4,2,6924,3480,3444,990,398,592,3088,2250,838,2559,1956,603,160,122,38,302,215,87,32,25,7,2065,1594,471,529,294,235,32,18,14,152,98,54,7,4,3,338,174,164,472,264,208,30,17,13,145,96,49,4,2,2,293,149,144,57,30,27,2,1,1,7,2,5,3,2,1,45,25,20,4826,1628,3198
"246",32,595,83,628006,0,0,"KERALA","Ernakulam","VILLAGE","Keecherry","Rural",1573,6356,3145,3211,570,298,272,488,230,258,30,15,15,5528,2788,2740,828,357,471,2516,1764,752,2019,1470,549,58,49,9,43,32,11,44,32,12,1874,1357,517,497,294,203,24,14,10,55,41,14,16,4,12,402,235,167,434,276,158,20,12,8,51,40,11,9,4,5,354,220,134,63,18,45,4,2,2,4,1,3,7,0,7,48,15,33,3840,1381,2459
"247",32,595,83,628012,0,0,"KERALA","Ernakulam","TOWN","Thiruvankulam (CT)","Urban",5919,23160,11380,11780,1856,990,866,4003,1948,2055,92,43,49,20718,10221,10497,2442,1159,1283,8737,6191,2546,7313,5237,2076,22,19,3,55,37,18,110,78,32,7126,5103,2023,1424,954,470,19,15,4,97,68,29,33,13,20,1275,858,417,1242,844,398,13,11,2,78,54,24,31,13,18,1120,766,354,182,110,72,6,4,2,19,14,5,2,0,2,155,92,63,14423,5189,9234
"248",32,595,83,628013,0,0,"KERALA","Ernakulam","TOWN","Kanayannur (CT)","Urban",2346,9308,4622,4686,736,380,356,1160,566,594,26,11,15,8287,4158,4129,1021,464,557,3604,2544,1060,2857,2101,756,47,39,8,86,70,16,109,79,30,2615,1913,702,747,443,304,24,12,12,78,48,30,43,18,25,602,365,237,537,333,204,18,9,9,33,18,15,34,15,19,452,291,161,210,110,100,6,3,3,45,30,15,9,3,6,150,74,76,5704,2078,3626
"249",32,595,83,628014,0,0,"KERALA","Ernakulam","TOWN","Kureekkad (CT)","Urban",3448,13348,6459,6889,1119,553,566,1460,728,732,86,45,41,11818,5797,6021,1530,662,868,5082,3596,1486,4509,3329,1180,43,35,8,139,113,26,90,61,29,4237,3120,1117,573,267,306,27,15,12,37,19,18,20,2,18,489,231,258,516,244,272,26,14,12,35,19,16,13,0,13,442,211,231,57,23,34,1,1,0,2,0,2,7,2,5,47,20,27,8266,2863,5403
"250",32,595,83,628017,0,0,"KERALA","Ernakulam","TOWN","Manakunnam (CT)","Urban",9716,39538,19375,20163,3381,1743,1638,3428,1702,1726,237,116,121,34889,17291,17598,4649,2084,2565,15131,10944,4187,13415,9988,3427,50,42,8,240,175,65,132,102,30,12993,9669,3324,1716,956,760,36,15,21,98,62,36,62,38,24,1520,841,679,1461,820,641,32,11,21,65,41,24,45,30,15,1319,738,581,255,136,119,4,4,0,33,21,12,17,8,9,201,103,98,24407,8431,15976
"251",32,595,83,628018,0,0,"KERALA","Ernakulam","TOWN","Mulamthuruthy (CT)","Urban",6489,25852,12709,13143,2164,1098,1066,2918,1400,1518,42,20,22,22822,11370,11452,3030,1339,1691,9989,7214,2775,8234,6169,2065,222,201,21,405,310,95,149,115,34,7458,5543,1915,1755,1045,710,40,29,11,258,147,111,52,26,26,1405,843,562,1399,854,545,34,26,8,220,136,84,42,23,19,1103,669,434,356,191,165,6,3,3,38,11,27,10,3,7,302,174,128,15863,5495,10368
"252",32,595,83,628019,0,0,"KERALA","Ernakulam","TOWN","Amballur (CT)","Urban",2801,11358,5537,5821,946,496,450,1157,556,601,23,13,10,10124,4988,5136,1234,549,685,4070,2942,1128,3156,2359,797,47,44,3,52,40,12,74,56,18,2983,2219,764,914,583,331,22,20,2,77,44,33,11,5,6,804,514,290,696,469,227,19,17,2,57,34,23,11,5,6,609,413,196,218,114,104,3,3,0,20,10,10,0,0,0,195,101,94,7288,2595,4693
"253",32,595,84,0,0,0,"KERALA","Ernakulam","CD BLOCK","Vyttila","Total",18279,73897,36582,37315,6501,3254,3247,7679,3740,3939,362,180,182,65213,32719,32494,8684,3863,4821,28220,21056,7164,25640,19821,5819,59,44,15,249,187,62,348,249,99,24984,19341,5643,2580,1235,1345,32,7,25,56,34,22,44,19,25,2448,1175,1273,2080,987,1093,31,7,24,31,20,11,33,15,18,1985,945,1040,500,248,252,1,0,1,25,14,11,11,4,7,463,230,233,45677,15526,30151
"254",32,595,84,0,0,0,"KERALA","Ernakulam","CD BLOCK","Vyttila","Rural",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"255",32,595,84,0,0,0,"KERALA","Ernakulam","CD BLOCK","Vyttila","Urban",18279,73897,36582,37315,6501,3254,3247,7679,3740,3939,362,180,182,65213,32719,32494,8684,3863,4821,28220,21056,7164,25640,19821,5819,59,44,15,249,187,62,348,249,99,24984,19341,5643,2580,1235,1345,32,7,25,56,34,22,44,19,25,2448,1175,1273,2080,987,1093,31,7,24,31,20,11,33,15,18,1985,945,1040,500,248,252,1,0,1,25,14,11,11,4,7,463,230,233,45677,15526,30151
"256",32,595,84,628015,0,0,"KERALA","Ernakulam","TOWN","Maradu (CT)","Urban",11065,44704,22176,22528,3983,1998,1985,3939,1954,1985,261,132,129,39565,19835,19730,5139,2341,2798,16903,12678,4225,15335,11836,3499,21,17,4,164,129,35,206,147,59,14944,11543,3401,1568,842,726,12,3,9,35,21,14,30,14,16,1491,804,687,1270,670,600,11,3,8,18,11,7,20,11,9,1221,645,576,298,172,126,1,0,1,17,10,7,10,3,7,270,159,111,27801,9498,18303
"257",32,595,84,628016,0,0,"KERALA","Ernakulam","TOWN","Kumbalam (CT)","Urban",7214,29193,14406,14787,2518,1256,1262,3740,1786,1954,101,48,53,25648,12884,12764,3545,1522,2023,11317,8378,2939,10305,7985,2320,38,27,11,85,58,27,142,102,40,10040,7798,2242,1012,393,619,20,4,16,21,13,8,14,5,9,957,371,586,810,317,493,20,4,16,13,9,4,13,4,9,764,300,464,202,76,126,0,0,0,8,4,4,1,1,0,193,71,122,17876,6028,11848
"258",32,595,85,0,0,0,"KERALA","Ernakulam","CD BLOCK","Muvattupuzha (Part)","Total",38979,162329,80802,81527,15333,7858,7475,9408,4628,4780,618,291,327,141040,71034,70006,21289,9768,11521,60435,45646,14789,50919,40150,10769,6442,6049,393,6009,4436,1573,878,661,217,37590,29004,8586,9516,5496,4020,589,408,181,2188,1413,775,380,154,226,6359,3521,2838,7931,4809,3122,506,352,154,1740,1172,568,246,130,116,5439,3155,2284,1585,687,898,83,56,27,448,241,207,134,24,110,920,366,554,101894,35156,66738
"259",32,595,85,0,0,0,"KERALA","Ernakulam","CD BLOCK","Muvattupuzha (Part)","Rural",36219,150753,75036,75717,14128,7230,6898,8992,4419,4573,570,271,299,131115,66006,65109,19638,9030,10608,56266,42468,13798,47257,37224,10033,6287,5906,381,5713,4256,1457,819,627,192,34438,26435,8003,9009,5244,3765,570,391,179,2143,1394,749,376,153,223,5920,3306,2614,7515,4581,2934,487,335,152,1707,1156,551,242,129,113,5079,2961,2118,1494,663,831,83,56,27,436,238,198,134,24,110,841,345,496,94487,32568,61919
"260",32,595,85,0,0,0,"KERALA","Ernakulam","CD BLOCK","Muvattupuzha (Part)","Urban",2760,11576,5766,5810,1205,628,577,416,209,207,48,20,28,9925,5028,4897,1651,738,913,4169,3178,991,3662,2926,736,155,143,12,296,180,116,59,34,25,3152,2569,583,507,252,255,19,17,2,45,19,26,4,1,3,439,215,224,416,228,188,19,17,2,33,16,17,4,1,3,360,194,166,91,24,67,0,0,0,12,3,9,0,0,0,79,21,58,7407,2588,4819
"261",32,595,85,628020,0,0,"KERALA","Ernakulam","VILLAGE","Valakam","Rural",4012,15966,7975,7991,1339,698,641,653,326,327,49,28,21,14141,7142,6999,1825,833,992,6080,4455,1625,5234,4034,1200,570,538,32,354,253,101,73,58,15,4237,3185,1052,846,421,425,75,55,20,103,49,54,20,7,13,648,310,338,710,370,340,63,49,14,91,44,47,15,6,9,541,271,270,136,51,85,12,6,6,12,5,7,5,1,4,107,39,68,9886,3520,6366
"262",32,595,85,628021,0,0,"KERALA","Ernakulam","VILLAGE","Mulavoor","Rural",7915,33901,16973,16928,3822,1948,1874,1978,958,1020,99,56,43,28117,14430,13687,5784,2543,3241,12122,9563,2559,10524,8764,1760,636,596,40,804,633,171,235,182,53,8849,7353,1496,1598,799,799,67,40,27,280,192,88,144,23,121,1107,544,563,1262,711,551,61,35,26,245,177,68,54,20,34,902,479,423,336,88,248,6,5,1,35,15,20,90,3,87,205,65,140,21779,7410,14369
