"","State_UTs_Code","District_Code","CD_Block_Code","Town_Village_Code","Ward_Code","EB_Code","State_UTs_Name","District_Name","Level","Name","Total_Rural_Urban","No_of_Households","Total_Population_Person","Total_Population_Male","Total_Population_Female","Population_in_the_age_group_0_6_Person","Population_in_the_age_group_0_6_Male","Population_in_the_age_group_0_6_Female","Scheduled_Castes_population_Person","Scheduled_Castes_population_Male","Scheduled_Castes_population_Female","Scheduled_Tribes_population_Person","Scheduled_Tribes_population_Male","Scheduled_Tribes_population_Female","Literates_Population_Person","Literates_Population_Male","Literates_Population_Female","Illiterate_Persons","Illiterate_Male","Illiterate_Female","Total_Worker_Population_Person","Total_Worker_Population_Male","Total_Worker_Population_Female","Main_Working_Population_Person","Main_Working_Population_Male","Main_Working_Population_Female","Main_Cultivator_Population_Person","Main_Cultivator_Population_Male","Main_Cultivator_Population_Female","Main_Agricultural_Labourers_Population_Person","Main_Agricultural_Labourers_Population_Male","Main_Agricultural_Labourers_Population_Female","Main_Household_Industries_Population_Person","Main_Household_Industries_Population_Male","Main_Household_Industries_Population_Female","Main_Other_Workers_Population_Person","Main_Other_Workers_Population_Male","Main_Other_Workers_Population_Female","Marginal_Worker_Population_Person","Marginal_Worker_Population_Male","Marginal_Worker_Population_Female","Marginal_Cultivator_Population_Person","Marginal_Cultivator_Population_Male","Marginal_Cultivator_Population_Female","Marginal_Agriculture_Labourers_Population_Person","Marginal_Agriculture_Labourers_Population_Male","Marginal_Agriculture_Labourers_Population_Female","Marginal_Household_Industries_Population_Person","Marginal_Household_Industries_Population_Male","Marginal_Household_Industries_Population_Female","Marginal_Other_Workers_Population_Person","Marginal_Other_Workers_Population_Male","Marginal_Other_Workers_Population_Female","Marginal_Worker_Population_3_6_Person","Marginal_Worker_Population_3_6_Male","Marginal_Worker_Population_3_6_Female","Marginal_Cultivator_Population_3_6_Person","Marginal_Cultivator_Population_3_6_Male","Marginal_Cultivator_Population_3_6_Female","Marginal_Agriculture_Labourers_Population_3_6_Person","Marginal_Agriculture_Labourers_Population_3_6_Male","Marginal_Agriculture_Labourers_Population_3_6_Female","Marginal_Household_Industries_Population_3_6_Person","Marginal_Household_Industries_Population_3_6_Male","Marginal_Household_Industries_Population_3_6_Female","Marginal_Other_Workers_Population_Person_3_6_Person","Marginal_Other_Workers_Population_Person_3_6_Male","Marginal_Other_Workers_Population_Person_3_6_Female","Marginal_Worker_Population_0_3_Person","Marginal_Worker_Population_0_3_Male","Marginal_Worker_Population_0_3_Female","Marginal_Cultivator_Population_0_3_Person","Marginal_Cultivator_Population_0_3_Male","Marginal_Cultivator_Population_0_3_Female","Marginal_Agriculture_Labourers_Population_0_3_Person","Marginal_Agriculture_Labourers_Population_0_3_Male","Marginal_Agriculture_Labourers_Population_0_3_Female","Marginal_Household_Industries_Population_0_3_Person","Marginal_Household_Industries_Population_0_3_Male","Marginal_Household_Industries_Population_0_3_Female","Marginal_Other_Workers_Population_0_3_Person","Marginal_Other_Workers_Population_0_3_Male","Marginal_Other_Workers_Population_0_3_Female","Non_Working_Population_Person","Non_Working_Population_Male","Non_Working_Population_Female"
"864",32,597,98,628123,0,0,"KERALA","Kottayam","VILLAGE","Thalappalam (Part)","Rural",2186,9360,4683,4677,805,416,389,450,230,220,63,34,29,8377,4198,4179,983,485,498,4003,2756,1247,3309,2461,848,168,153,15,158,127,31,43,31,12,2940,2150,790,694,295,399,58,39,19,71,45,26,72,18,54,493,193,300,536,257,279,49,35,14,57,39,18,39,17,22,391,166,225,158,38,120,9,4,5,14,6,8,33,1,32,102,27,75,5357,1927,3430
"865",32,597,98,628124,0,0,"KERALA","Kottayam","VILLAGE","Bharananganam (Part)","Rural",344,1483,751,732,144,72,72,113,52,61,31,18,13,1321,671,650,162,80,82,593,428,165,487,388,99,112,103,9,64,50,14,1,1,0,310,234,76,106,40,66,4,0,4,38,24,14,0,0,0,64,16,48,85,40,45,3,0,3,38,24,14,0,0,0,44,16,28,21,0,21,1,0,1,0,0,0,0,0,0,20,0,20,890,323,567
"866",32,597,98,628135,0,0,"KERALA","Kottayam","VILLAGE","Kondoor","Rural",4856,20510,10216,10294,1862,962,900,1052,518,534,137,75,62,18189,9053,9136,2321,1163,1158,8624,6046,2578,7295,5490,1805,511,434,77,473,381,92,103,63,40,6208,4612,1596,1329,556,773,55,34,21,115,63,52,47,7,40,1112,452,660,1048,467,581,47,32,15,89,57,32,37,6,31,875,372,503,281,89,192,8,2,6,26,6,20,10,1,9,237,80,157,11886,4170,7716
"867",32,597,98,628136,0,0,"KERALA","Kottayam","VILLAGE","Poonjar Thekkekara","Rural",4642,19470,9660,9810,1761,889,872,963,456,507,361,182,179,17278,8585,8693,2192,1075,1117,7824,5737,2087,6530,5151,1379,864,783,81,408,321,87,74,47,27,5184,4000,1184,1294,586,708,81,45,36,140,83,57,14,5,9,1059,453,606,981,438,543,59,30,29,82,45,37,9,4,5,831,359,472,313,148,165,22,15,7,58,38,20,5,1,4,228,94,134,11646,3923,7723
"868",32,597,98,628137,0,0,"KERALA","Kottayam","VILLAGE","Poonjar Nadubhagam","Rural",2526,10268,5094,5174,976,493,483,375,181,194,310,162,148,9053,4510,4543,1215,584,631,4033,2922,1111,3474,2662,812,103,89,14,111,93,18,33,27,6,3227,2453,774,559,260,299,2,0,2,5,2,3,6,1,5,546,257,289,403,184,219,2,0,2,4,1,3,3,1,2,394,182,212,156,76,80,0,0,0,1,1,0,3,0,3,152,75,77,6235,2172,4063
"869",32,597,98,628138,0,0,"KERALA","Kottayam","TOWN","Erattupetta (CT)","Urban",7686,34814,17555,17259,4474,2294,2180,423,207,216,202,103,99,28963,14862,14101,5851,2693,3158,11273,9554,1719,10341,9012,1329,151,122,29,241,176,65,137,99,38,9812,8615,1197,932,542,390,33,13,20,57,34,23,11,1,10,831,494,337,786,491,295,32,13,19,53,34,19,6,0,6,695,444,251,146,51,95,1,0,1,4,0,4,5,1,4,136,50,86,23541,8001,15540
"870",32,597,99,0,0,0,"KERALA","Kottayam","CD BLOCK","Ettumanoor","Total",50868,206613,101359,105254,18073,9146,8927,12106,5861,6245,856,417,439,183275,90407,92868,23338,10952,12386,73992,53556,20436,62860,47501,15359,2305,2152,153,3798,2658,1140,1513,1173,340,55244,41518,13726,11132,6055,5077,393,278,115,1467,842,625,465,188,277,8807,4747,4060,8914,4970,3944,333,239,94,1190,707,483,341,142,199,7050,3882,3168,2218,1085,1133,60,39,21,277,135,142,124,46,78,1757,865,892,132621,47803,84818
"871",32,597,99,0,0,0,"KERALA","Kottayam","CD BLOCK","Ettumanoor","Rural",15272,61873,30396,31477,5412,2781,2631,4819,2301,2518,286,138,148,54587,26924,27663,7286,3472,3814,22839,16118,6721,19264,14287,4977,1102,1010,92,1855,1215,640,491,379,112,15816,11683,4133,3575,1831,1744,180,123,57,655,325,330,192,76,116,2548,1307,1241,2554,1299,1255,144,100,44,484,233,251,127,54,73,1799,912,887,1021,532,489,36,23,13,171,92,79,65,22,43,749,395,354,39034,14278,24756
"872",32,597,99,0,0,0,"KERALA","Kottayam","CD BLOCK","Ettumanoor","Urban",35596,144740,70963,73777,12661,6365,6296,7287,3560,3727,570,279,291,128688,63483,65205,16052,7480,8572,51153,37438,13715,43596,33214,10382,1203,1142,61,1943,1443,500,1022,794,228,39428,29835,9593,7557,4224,3333,213,155,58,812,517,295,273,112,161,6259,3440,2819,6360,3671,2689,189,139,50,706,474,232,214,88,126,5251,2970,2281,1197,553,644,24,16,8,106,43,63,59,24,35,1008,470,538,93587,33525,60062
"873",32,597,99,628129,0,0,"KERALA","Kottayam","VILLAGE","Kanakkari (Part)","Rural",10,49,25,24,5,3,2,0,0,0,0,0,0,41,21,20,8,4,4,25,17,8,18,15,3,0,0,0,0,0,0,1,1,0,17,14,3,7,2,5,0,0,0,2,2,0,0,0,0,5,0,5,6,1,5,0,0,0,1,1,0,0,0,0,5,0,5,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,24,8,16
"874",32,597,99,628155,0,0,"KERALA","Kottayam","VILLAGE","Arpookara","Rural",5641,23366,11552,11814,2060,1066,994,1460,707,753,57,22,35,20419,10136,10283,2947,1416,1531,9459,6468,2991,8266,5966,2300,465,409,56,1249,716,533,164,119,45,6388,4722,1666,1193,502,691,54,31,23,308,102,206,27,10,17,804,359,445,917,402,515,45,26,19,241,80,161,22,8,14,609,288,321,276,100,176,9,5,4,67,22,45,5,2,3,195,71,124,13907,5084,8823
"875",32,597,99,628156,0,0,"KERALA","Kottayam","VILLAGE","Kaipuzha","Rural",1650,6328,3120,3208,577,309,268,516,252,264,16,10,6,5564,2732,2832,764,388,376,1860,1429,431,1469,1182,287,125,122,3,250,209,41,31,27,4,1063,824,239,391,247,144,15,15,0,114,58,56,4,2,2,258,172,86,349,224,125,15,15,0,89,45,44,2,2,0,243,162,81,42,23,19,0,0,0,25,13,12,2,0,2,15,10,5,4468,1691,2777
"876",32,597,99,628157,0,0,"KERALA","Kottayam","VILLAGE","Onamthuruth","Rural",3372,13375,6525,6850,1203,602,601,1016,488,528,105,51,54,11753,5780,5973,1622,745,877,4735,3291,1444,3558,2631,927,178,170,8,158,116,42,128,98,30,3094,2247,847,1177,660,517,60,50,10,141,95,46,92,24,68,884,491,393,690,370,320,41,36,5,91,62,29,64,20,44,494,252,242,487,290,197,19,14,5,50,33,17,28,4,24,390,239,151,8640,3234,5406
"877",32,597,99,628158,0,0,"KERALA","Kottayam","VILLAGE","Peroor","Rural",4583,18691,9137,9554,1565,800,765,1822,851,971,108,55,53,16753,8221,8532,1938,916,1022,6728,4890,1838,5937,4479,1458,334,309,25,193,170,23,167,134,33,5243,3866,1377,791,411,380,51,27,24,81,65,16,69,40,29,590,279,311,576,293,283,43,23,20,53,42,11,39,24,15,441,204,237,215,118,97,8,4,4,28,23,5,30,16,14,149,75,74,11963,4247,7716
"878",32,597,99,628166,0,0,"KERALA","Kottayam","VILLAGE","Kumarakam (Part)","Rural",16,64,37,27,2,1,1,5,3,2,0,0,0,57,34,23,7,3,4,32,23,9,16,14,2,0,0,0,5,4,1,0,0,0,11,10,1,16,9,7,0,0,0,9,3,6,0,0,0,7,6,1,16,9,7,0,0,0,9,3,6,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,14,18
"879",32,597,99,628171,0,0,"KERALA","Kottayam","TOWN","Ettumanoor (CT)","Urban",6638,26993,13273,13720,2453,1237,1216,1475,708,767,126,69,57,23967,11819,12148,3026,1454,1572,9709,7135,2574,8164,6222,1942,335,322,13,362,302,60,202,158,44,7265,5440,1825,1545,913,632,54,41,13,137,123,14,32,9,23,1322,740,582,1305,815,490,49,38,11,112,107,5,27,7,20,1117,663,454,240,98,142,5,3,2,25,16,9,5,2,3,205,77,128,17284,6138,11146
"880",32,597,99,628172,0,0,"KERALA","Kottayam","TOWN","Athirampuzha (CT)","Urban",9805,40438,20122,20316,3569,1832,1737,1687,836,851,177,88,89,35958,18001,17957,4480,2121,2359,13630,10118,3512,11659,8987,2672,410,397,13,341,309,32,289,229,60,10619,8052,2567,1971,1131,840,67,50,17,166,132,34,106,37,69,1632,912,720,1557,903,654,57,42,15,141,116,25,79,21,58,1280,724,556,414,228,186,10,8,2,25,16,9,27,16,11,352,188,164,26808,10004,16804
"881",32,597,99,628173,0,0,"KERALA","Kottayam","TOWN","Aimanam (CT)","Urban",8576,34470,16761,17709,2799,1407,1392,1562,766,796,111,50,61,30723,15043,15680,3747,1718,2029,12413,9019,3394,10187,7751,2436,276,257,19,952,560,392,194,154,40,8765,6780,1985,2226,1268,958,53,36,17,447,215,232,42,26,16,1684,991,693,1914,1165,749,46,33,13,397,209,188,38,26,12,1433,897,536,312,103,209,7,3,4,50,6,44,4,0,4,251,94,157,22057,7742,14315
"882",32,597,99,628174,0,0,"KERALA","Kottayam","TOWN","Perumbaikad (CT)","Urban",10577,42839,20807,22032,3840,1889,1951,2563,1250,1313,156,72,84,38040,18620,19420,4799,2187,2612,15401,11166,4235,13586,10254,3332,182,166,16,288,272,16,337,253,84,12779,9563,3216,1815,912,903,39,28,11,62,47,15,93,40,53,1621,797,824,1584,788,796,37,26,11,56,42,14,70,34,36,1421,686,735,231,124,107,2,2,0,6,5,1,23,6,17,200,111,89,27438,9641,17797
"883",32,597,100,0,0,0,"KERALA","Kottayam","CD BLOCK","Vaikom","Total",30592,125092,61153,63939,11051,5644,5407,14662,7158,7504,423,212,211,108942,54209,54733,16150,6944,9206,56154,35315,20839,41052,29186,11866,1171,1029,142,3063,2163,900,1704,677,1027,35114,25317,9797,15102,6129,8973,401,285,116,2423,1158,1265,823,202,621,11455,4484,6971,11545,5154,6391,324,238,86,1905,1006,899,614,158,456,8702,3752,4950,3557,975,2582,77,47,30,518,152,366,209,44,165,2753,732,2021,68938,25838,43100
"884",32,597,100,0,0,0,"KERALA","Kottayam","CD BLOCK","Vaikom","Rural",30592,125092,61153,63939,11051,5644,5407,14662,7158,7504,423,212,211,108942,54209,54733,16150,6944,9206,56154,35315,20839,41052,29186,11866,1171,1029,142,3063,2163,900,1704,677,1027,35114,25317,9797,15102,6129,8973,401,285,116,2423,1158,1265,823,202,621,11455,4484,6971,11545,5154,6391,324,238,86,1905,1006,899,614,158,456,8702,3752,4950,3557,975,2582,77,47,30,518,152,366,209,44,165,2753,732,2021,68938,25838,43100
"885",32,597,100,0,0,0,"KERALA","Kottayam","CD BLOCK","Vaikom","Urban",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"886",32,597,100,628139,0,0,"KERALA","Kottayam","VILLAGE","Chempu","Rural",5065,21049,10416,10633,1899,966,933,2262,1110,1152,45,26,19,18050,9185,8865,2999,1231,1768,9169,6005,3164,6409,4664,1745,164,146,18,371,281,90,182,124,58,5692,4113,1579,2760,1341,1419,55,33,22,283,125,158,97,41,56,2325,1142,1183,2167,1131,1036,35,23,12,156,112,44,77,30,47,1899,966,933,593,210,383,20,10,10,127,13,114,20,11,9,426,176,250,11880,4411,7469
"887",32,597,100,628145,0,0,"KERALA","Kottayam","VILLAGE","Kulasekharamangalam","Rural",5369,21728,10612,11116,1871,958,913,2138,1047,1091,47,22,25,19006,9397,9609,2722,1215,1507,8962,6054,2908,6592,4922,1670,191,175,16,231,212,19,128,82,46,6042,4453,1589,2370,1132,1238,69,50,19,314,164,150,120,21,99,1867,897,970,1733,971,762,54,40,14,205,135,70,85,16,69,1389,780,609,637,161,476,15,10,5,109,29,80,35,5,30,478,117,361,12766,4558,8208
"888",32,597,100,628146,0,0,"KERALA","Kottayam","VILLAGE","Vadakkemuri (Part)","Rural",4267,17019,8296,8723,1433,717,716,2366,1152,1214,62,30,32,14778,7327,7451,2241,969,1272,7745,4848,2897,5755,4230,1525,168,142,26,183,153,30,219,94,125,5185,3841,1344,1990,618,1372,45,31,14,291,133,158,158,41,117,1496,413,1083,1524,513,1011,36,26,10,262,117,145,126,34,92,1100,336,764,466,105,361,9,5,4,29,16,13,32,7,25,396,77,319,9274,3448,5826
"889",32,597,100,628147,0,0,"KERALA","Kottayam","VILLAGE","Naduvile (Part)","Rural",2131,8593,4169,4424,723,382,341,1941,944,997,23,12,11,7553,3730,3823,1040,439,601,4021,2441,1580,2748,2003,745,47,45,2,258,217,41,114,48,66,2329,1693,636,1273,438,835,47,35,12,304,68,236,107,50,57,815,285,530,1083,382,701,39,31,8,294,64,230,78,46,32,672,241,431,190,56,134,8,4,4,10,4,6,29,4,25,143,44,99,4572,1728,2844
"890",32,597,100,628148,0,0,"KERALA","Kottayam","VILLAGE","Vaikom (Part)","Rural",4708,19511,9418,10093,1671,824,847,1371,644,727,205,97,108,17056,8413,8643,2455,1005,1450,9166,5430,3736,7433,4786,2647,138,109,29,197,136,61,754,233,521,6344,4308,2036,1733,644,1089,46,34,12,129,54,75,129,16,113,1429,540,889,1450,572,878,40,30,10,88,48,40,101,12,89,1221,482,739,283,72,211,6,4,2,41,6,35,28,4,24,208,58,150,10345,3988,6357
"891",32,597,100,628149,0,0,"KERALA","Kottayam","VILLAGE","Thalayazham","Rural",4884,20151,9927,10224,1881,994,887,2403,1175,1228,18,11,7,17561,8782,8779,2590,1145,1445,9606,5839,3767,6535,4641,1894,240,202,38,900,589,311,111,51,60,5284,3799,1485,3071,1198,1873,102,76,26,520,326,194,150,18,132,2299,778,1521,2230,1007,1223,85,64,21,427,280,147,101,9,92,1617,654,963,841,191,650,17,12,5,93,46,47,49,9,40,682,124,558,10545,4088,6457
"892",32,597,100,628150,0,0,"KERALA","Kottayam","VILLAGE","Vechoor","Rural",4168,17041,8315,8726,1573,803,770,2181,1086,1095,23,14,9,14938,7375,7563,2103,940,1163,7485,4698,2787,5580,3940,1640,223,210,13,923,575,348,196,45,151,4238,3110,1128,1905,758,1147,37,26,11,582,288,294,62,15,47,1224,429,795,1358,578,780,35,24,11,473,250,223,46,11,35,804,293,511,547,180,367,2,2,0,109,38,71,16,4,12,420,136,284,9556,3617,5939
"893",32,597,101,0,0,0,"KERALA","Kottayam","CD BLOCK","Kaduthuruthy","Total",40216,162088,80113,81975,14285,7396,6889,18874,9270,9604,443,224,219,142412,70841,71571,19676,9272,10404,62386,43544,18842,48481,36440,12041,5069,4599,470,4618,3516,1102,1007,725,282,37787,27600,10187,13905,7104,6801,1029,763,266,2700,1427,1273,786,364,422,9390,4550,4840,10996,6072,4924,888,676,212,2113,1174,939,608,313,295,7387,3909,3478,2909,1032,1877,141,87,54,587,253,334,178,51,127,2003,641,1362,99702,36569,63133
"894",32,597,101,0,0,0,"KERALA","Kottayam","CD BLOCK","Kaduthuruthy","Rural",40216,162088,80113,81975,14285,7396,6889,18874,9270,9604,443,224,219,142412,70841,71571,19676,9272,10404,62386,43544,18842,48481,36440,12041,5069,4599,470,4618,3516,1102,1007,725,282,37787,27600,10187,13905,7104,6801,1029,763,266,2700,1427,1273,786,364,422,9390,4550,4840,10996,6072,4924,888,676,212,2113,1174,939,608,313,295,7387,3909,3478,2909,1032,1877,141,87,54,587,253,334,178,51,127,2003,641,1362,99702,36569,63133
"895",32,597,101,0,0,0,"KERALA","Kottayam","CD BLOCK","Kaduthuruthy","Urban",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"896",32,597,101,628140,0,0,"KERALA","Kottayam","VILLAGE","Velloor","Rural",5605,22785,11297,11488,1984,1029,955,3382,1680,1702,31,17,14,19923,10006,9917,2862,1291,1571,8926,6376,2550,6562,5104,1458,334,307,27,285,244,41,96,55,41,5847,4498,1349,2364,1272,1092,74,61,13,393,214,179,72,34,38,1825,963,862,1615,1017,598,60,51,9,206,136,70,37,23,14,1312,807,505,749,255,494,14,10,4,187,78,109,35,11,24,513,156,357,13859,4921,8938
"897",32,597,101,628141,0,0,"KERALA","Kottayam","VILLAGE","Mulakulam","Rural",5676,22360,11055,11305,1802,921,881,2035,1021,1014,38,18,20,19510,9689,9821,2850,1366,1484,9379,6410,2969,7546,5589,1957,980,885,95,675,521,154,132,91,41,5759,4092,1667,1833,821,1012,117,77,40,139,74,65,84,19,65,1493,651,842,1502,726,776,109,71,38,119,71,48,57,17,40,1217,567,650,331,95,236,8,6,2,20,3,17,27,2,25,276,84,192,12981,4645,8336
"898",32,597,101,628142,0,0,"KERALA","Kottayam","VILLAGE","Njeezhoor","Rural",4362,17608,8777,8831,1514,771,743,994,508,486,44,22,22,15552,7788,7764,2056,989,1067,6970,4793,2177,5502,4134,1368,1155,1042,113,621,488,133,157,117,40,3569,2487,1082,1468,659,809,203,125,78,350,186,164,42,19,23,873,329,544,1220,574,646,164,110,54,284,155,129,34,17,17,738,292,446,248,85,163,39,15,24,66,31,35,8,2,6,135,37,98,10638,3984,6654
"899",32,597,101,628143,0,0,"KERALA","Kottayam","VILLAGE","Kaduthuruthy","Rural",4722,19352,9609,9743,1791,938,853,2757,1361,1396,58,28,30,17001,8471,8530,2351,1138,1213,7058,5003,2055,5565,4247,1318,439,417,22,432,385,47,96,78,18,4598,3367,1231,1493,756,737,104,84,20,191,114,77,50,29,21,1148,529,619,1160,623,537,97,80,17,130,75,55,43,26,17,890,442,448,333,133,200,7,4,3,61,39,22,7,3,4,258,87,171,12294,4606,7688
"900",32,597,101,628144,0,0,"KERALA","Kottayam","VILLAGE","Vadayar","Rural",5612,22571,11101,11470,1955,1005,950,2938,1397,1541,114,64,50,19755,9835,9920,2816,1266,1550,8472,5955,2517,6367,4755,1612,307,256,51,518,374,144,136,106,30,5406,4019,1387,2105,1200,905,111,68,43,508,242,266,97,45,52,1389,845,544,1859,1095,764,97,57,40,469,226,243,81,38,43,1212,774,438,246,105,141,14,11,3,39,16,23,16,7,9,177,71,106,14099,5146,8953
"901",32,597,101,628151,0,0,"KERALA","Kottayam","VILLAGE","Kallara","Rural",3412,13562,6686,6876,1232,652,580,2554,1243,1311,36,19,17,11880,5897,5983,1682,789,893,5323,3559,1764,4118,2938,1180,238,217,21,765,444,321,71,47,24,3044,2230,814,1205,621,584,64,54,10,470,215,255,29,8,21,642,344,298,943,537,406,60,52,8,372,177,195,16,8,8,495,300,195,262,84,178,4,2,2,98,38,60,13,0,13,147,44,103,8239,3127,5112
"902",32,597,101,628152,0,0,"KERALA","Kottayam","VILLAGE","Muttuchira","Rural",3798,15962,7864,8098,1489,780,709,2320,1144,1176,38,17,21,13975,6925,7050,1987,939,1048,5918,4185,1733,4752,3589,1163,550,493,57,632,500,132,91,58,33,3479,2538,941,1166,596,570,109,70,39,243,136,107,170,98,72,644,292,352,917,494,423,87,57,30,204,119,85,140,88,52,486,230,256,249,102,147,22,13,9,39,17,22,30,10,20,158,62,96,10044,3679,6365
"903",32,597,101,628153,0,0,"KERALA","Kottayam","VILLAGE","Manjoor","Rural",3729,14696,7266,7430,1293,669,624,1209,587,622,34,20,14,13033,6475,6558,1663,791,872,5257,3795,1462,3900,3063,837,452,428,24,358,294,64,96,75,21,2994,2266,728,1357,732,625,147,131,16,256,147,109,48,28,20,906,426,480,992,593,399,117,107,10,184,119,65,29,21,8,662,346,316,365,139,226,30,24,6,72,28,44,19,7,12,244,80,164,9439,3471,5968
"904",32,597,101,628154,0,0,"KERALA","Kottayam","VILLAGE","Kothanalloor","Rural",3300,13192,6458,6734,1225,631,594,685,329,356,50,19,31,11783,5755,6028,1409,703,706,5083,3468,1615,4169,3021,1148,614,554,60,332,266,66,132,98,34,3091,2103,988,914,447,467,100,93,7,150,99,51,194,84,110,470,171,299,788,413,375,97,91,6,145,96,49,171,75,96,375,151,224,126,34,92,3,2,1,5,3,2,23,9,14,95,20,75,8109,2990,5119
"905",32,597,102,0,0,0,"KERALA","Kottayam","CD BLOCK","Pallom","Total",64532,258197,126423,131774,21150,10751,10399,16687,8263,8424,1396,716,680,231785,113679,118106,26412,12744,13668,93618,68478,25140,79551,60958,18593,2854,2606,248,5624,4063,1561,1279,960,319,69794,53329,16465,14067,7520,6547,574,405,169,2152,1049,1103,368,139,229,10973,5927,5046,11822,6556,5266,503,351,152,1834,914,920,254,113,141,9231,5178,4053,2245,964,1281,71,54,17,318,135,183,114,26,88,1742,749,993,164579,57945,106634
"906",32,597,102,0,0,0,"KERALA","Kottayam","CD BLOCK","Pallom","Rural",24908,101404,50087,51317,8580,4351,4229,7009,3477,3532,494,256,238,90606,44832,45774,10798,5255,5543,38005,27788,10217,32248,24692,7556,2194,1995,199,3185,2039,1146,493,378,115,26376,20280,6096,5757,3096,2661,360,247,113,1139,513,626,99,50,49,4159,2286,1873,4870,2730,2140,310,211,99,937,428,509,75,36,39,3548,2055,1493,887,366,521,50,36,14,202,85,117,24,14,10,611,231,380,63399,22299,41100
"907",32,597,102,0,0,0,"KERALA","Kottayam","CD BLOCK","Pallom","Urban",39624,156793,76336,80457,12570,6400,6170,9678,4786,4892,902,460,442,141179,68847,72332,15614,7489,8125,55613,40690,14923,47303,36266,11037,660,611,49,2439,2024,415,786,582,204,43418,33049,10369,8310,4424,3886,214,158,56,1013,536,477,269,89,180,6814,3641,3173,6952,3826,3126,193,140,53,897,486,411,179,77,102,5683,3123,2560,1358,598,760,21,18,3,116,50,66,90,12,78,1131,518,613,101180,35646,65534
"908",32,597,102,628159,0,0,"KERALA","Kottayam","VILLAGE","Ayarkunnam","Rural",7063,28718,14404,14314,2395,1186,1209,2173,1076,1097,103,62,41,25486,12817,12669,3232,1587,1645,11253,8342,2911,9322,7259,2063,1086,986,100,871,791,80,182,154,28,7183,5328,1855,1931,1083,848,145,98,47,231,173,58,43,16,27,1512,796,716,1682,968,714,126,83,43,200,152,48,32,11,21,1324,722,602,249,115,134,19,15,4,31,21,10,11,5,6,188,74,114,17465,6062,11403
"909",32,597,102,628164,0,0,"KERALA","Kottayam","VILLAGE","Manarcad","Rural",8421,33501,16410,17091,2610,1324,1286,2169,1080,1089,228,109,119,30217,14817,15400,3284,1593,1691,11799,8748,3051,10263,7867,2396,658,607,51,408,364,44,157,117,40,9040,6779,2261,1536,881,655,124,88,36,226,167,59,26,16,10,1160,610,550,1274,773,501,106,75,31,191,150,41,18,11,7,959,537,422,262,108,154,18,13,5,35,17,18,8,5,3,201,73,128,21702,7662,14040
"910",32,597,102,628165,0,0,"KERALA","Kottayam","VILLAGE","Muttampalam (Part)","Rural",417,1590,770,820,132,61,71,62,30,32,1,0,1,1437,697,740,153,73,80,628,451,177,584,423,161,9,6,3,7,7,0,29,12,17,539,398,141,44,28,16,1,0,1,15,13,2,3,2,1,25,13,12,42,26,16,1,0,1,15,13,2,3,2,1,23,11,12,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,962,319,643
"911",32,597,102,628166,0,0,"KERALA","Kottayam","VILLAGE","Kumarakam (Part)","Rural",5366,22358,11012,11346,2009,1041,968,1038,531,507,111,58,53,19905,9819,10086,2453,1193,1260,8586,5992,2594,7524,5543,1981,275,241,34,1072,340,732,79,61,18,6098,4901,1197,1062,449,613,43,25,18,371,62,309,10,2,8,638,360,278,966,413,553,38,25,13,343,58,285,10,2,8,575,328,247,96,36,60,5,0,5,28,4,24,0,0,0,63,32,31,13772,5020,8752
"912",32,597,102,628167,0,0,"KERALA","Kottayam","VILLAGE","Thiruvarpu","Rural",3194,13324,6531,6793,1265,643,622,1191,573,618,51,27,24,11833,5826,6007,1491,705,786,5022,3707,1315,3901,3097,804,139,131,8,573,346,227,41,29,12,3148,2591,557,1121,610,511,46,36,10,267,75,192,13,10,3,795,489,306,870,525,345,38,28,10,175,44,131,10,8,2,647,445,202,251,85,166,8,8,0,92,31,61,3,2,1,148,44,104,8302,2824,5478
"913",32,597,102,628168,0,0,"KERALA","Kottayam","VILLAGE","Veloor  (Part)","Rural",352,1533,782,751,139,83,56,369,184,185,0,0,0,1386,696,690,147,86,61,584,444,140,533,405,128,17,15,2,226,167,59,5,5,0,285,218,67,51,39,12,1,0,1,28,22,6,4,4,0,18,13,5,28,20,8,1,0,1,12,10,2,2,2,0,13,8,5,23,19,4,0,0,0,16,12,4,2,2,0,5,5,0,949,338,611
